tag,inital
407ES-GH2Oout,380.09
407ES-GN2out,121.7
407ES-GCO2out,4.04
407ES-GH2Sout,0.82
407ES-ETout,40.0
407ES-EFmout,185775.0
407ES-EC1out,0.0088609
407ES-EC2out,0.982917
407ES-EC3out,0.0061219
407ES-EIC4out,3e-06
407ES-ENC4out,9e-07
407ES-EH2Oout,0.002057
407ES-EN2out,0
407ES-ECO2out,3.39999e-05
407ES-EH2Sout,5e-06
403GL-Fin,4839.26
407ES-Fout,4839.26
403GL-Tin,40.9495
403GL-C1in,76675.1
403GL-C2in,976.232
403GL-C3in,70.8458
403GL-IC4in,5.7029
403GL-H2Oin,380.927
403GL-N2in,122.006
403GL-CO2in,6.0825
403GL-H2Sin,1.08968
403GL-Pout,23.7
407ED-Tin,40
407ED-Fmin,185775.0
407ED-C1in,0.0088609
407ED-C2in,0.982917
407ED-C3in,0.0061219
407ED-IC4in,3e-06
407ED-NC4in,1e-06
407ED-H2Oin,0.002057
407ED-N2in,0.0
407ED-CO2in,3.4e-05
407ED-H2Sin,5e-06
407ED-Pin,24
407ED-Pout,37.7
407ED-Tout,26.0768
407ED-C1out,4.04437
407ED-C2out,448.534
407ED-C3out,2.79365
407ED-IC4out,0.001369
407ED-NC4out,0.000456335
407ED-N2out,7.67249e-07
407ED-H2Sout,0.00228165
407ED-H2Oout,0.938669
407ED-CO2out,0.0155152
407ED0HS015A,1
407ED0HS015B,2
407EDHS283A,1
407EDHS283B,2
0PV015OP,50
0PV015PV,43.9021
0PV015SP,43.9021
0PV015TV,0.0
0PV015CAS,0.0
0PV015KC,2
0PV015TI,999
0PV015OPM,50
0PV015OPL,0.0
0PV015OPH,100.0
0PV283OP,50
0PV283PV,43.9021
0PV283SP,43.9021
0PV283TV,0.0
0PV283CAS,0.0
0PV283KC,2
0PV283TI,999
0PV283OPM,50
0PV283OPL,0.0
0PV283OPH,100.0
403GL0SIC001AOP,11612.3
403GL0SIC001APV,29.6301
403GL0SIC001ASP,29.6301
403GL0SIC001ATV,0.0
403GL0SIC001ACAS,0.0
403GL0SIC001AKC,5
403GL0SIC001ATI,0.8
403GL0SIC001AOPM,11612.3
403GL0SIC001AOPL,10859.0
403GL0SIC001AOPH,14479.0
403GL0SIC001BOP,10859.0
403GL0SIC001BPV,29.6301
403GL0SIC001BSP,27
403GL0SIC001BTV,0.0
403GL0SIC001BCAS,0.0
403GL0SIC001BKC,5
403GL0SIC001BTI,0.2
403GL0SIC001BOPM,10822.8
403GL0SIC001BOPL,10859.0
403GL0SIC001BOPH,14479.0
403ARS0LI019TV,0
403ARS0LI019PV,11.4514
403ARS0LI019OP,11.4514
403ARS0LI019SP,11.4514
403ARS0LI010TV,0
403ARS0LI010PV,11.4514
403ARS0LI010OP,11.4514
403ARS0LI010SP,11.4514
403ARS0EV021,1
403GLFilter,1
403GLFilter2,2
407ES0BPZIC035,2
